id,url,title,subtitle,image,claps,responses,reading_time,publication,date,category
3152,https://medium.com/datadriveninvestor/benefits-of-artificial-intelligence-in-digital-marketing-c73aa3fe09d6,Benefits of Artificial Intelligence in Digital Marketing,,3152.jpeg,74,0,4,Data Driven Investor,2019-09-18,Technology & Software Development
3153,https://medium.com/datadriveninvestor/using-data-to-become-the-best-you-can-be-d233473f04b,Using Data to Become the Best You Can Be,,3153.jpeg,69,0,3,Data Driven Investor,2019-09-18,Technology & Software Development
3154,https://medium.com/datadriveninvestor/why-you-should-learn-programming-even-if-you-are-an-artist-6eaf16a374cf,Why you should learn programming even if you are an artist,,3154.jpeg,31,0,3,Data Driven Investor,2019-09-18,Technology & Software Development
3156,https://medium.com/datadriveninvestor/ddi-weekly-selection-september-18-2019-8d03fff03eb1,"DDI — Weekly Selection September 18, 2019",,,1,0,3,Data Driven Investor,2019-09-18,Politics & Society
3157,https://medium.com/better-humans/how-to-overcome-metrics-obsession-and-be-healthy-without-shame-dd6057c2b2fd,How To Overcome Metrics-Obsession and Be Healthy Without Shame,,3157.jpeg,91,2,11,Better Humans,2019-09-18,Science & Health
3158,https://medium.com/better-marketing/how-i-completely-changed-my-career-using-linkedin-e711122d6151,How I Completely Changed My Career Using LinkedIn,16 simple strategies to implement straight away and…,3158.jpeg,6000,51,10,Better Marketing,2019-09-18,Technology & Software Development
3159,https://medium.com/better-marketing/jerry-seinfelds-simple-habit-building-strategy-db593c9496f2,Jerry Seinfeld’s Simple Habit Building Strategy,All you need is a calendar and a big red marker,3159.jpeg,1800,2,7,Better Marketing,2019-09-18,Business & Entrepreneurship
3161,https://medium.com/better-marketing/how-to-find-your-true-north-e7de3a71723,How To Find Your True North,Use values and principles to build your own life compass,3161.jpeg,821,1,5,Better Marketing,2019-09-18,Lifestyle & Culture
3162,https://medium.com/better-marketing/7-pieces-of-terrible-writing-advice-you-should-never-follow-f2153531aed5,7 Pieces of Terrible Writing Advice You Should Never Follow,Why you can’t just write about whatever…,3162.jpg,2500,10,8,Better Marketing,2019-09-18,Writing & Storytelling
3163,https://medium.com/better-marketing/how-to-sell-more-by-talking-about-your-customers-pains-b20f111713a8,How To Sell More by Talking About Your Customer’s Pains,Use loss aversion in your copywriting to…,3163.jpg,266,1,7,Better Marketing,2019-09-18,Technology & Software Development
3165,https://medium.com/better-marketing/getting-followers-on-instagram-will-not-happen-by-itself-389c95dceaf7,Getting Followers on Instagram Will Not Happen by Itself,But if you become a conversation starter…,3165.jpg,329,3,4,Better Marketing,2019-09-18,Art & Design
3166,https://medium.com/better-marketing/7-steps-you-can-take-to-gain-control-of-your-workday-e79170de4f08,7 Steps You Can Take to Gain Control of Your Workday,"Erase bookmarks, learn when to stop, and try the…",3166.jpeg,316,3,7,Better Marketing,2019-09-18,Technology & Software Development
3167,https://medium.com/better-marketing/the-complete-guide-to-looking-like-a-professional-online-fbf3033c80d7,The Complete Guide to Looking Like a Professional Online,"In the digital age, hiring managers care less…",3167.jpg,196,1,11,Better Marketing,2019-09-18,Technology & Software Development
3168,https://medium.com/better-marketing/you-cant-fool-or-hack-social-media-algorithms-7ff3f558662b,You Can’t Fool or Hack Social Media Algorithms,Take it from someone who has spent years trying to do it,3168.jpeg,400,4,7,Better Marketing,2019-09-18,Technology & Software Development
3170,https://medium.com/better-marketing/why-compete-when-you-can-be-the-best-cf42fbaa19d5,Why Compete When You Can Be the Best,The vital mistake most entrepreneurs make is assuming they need a…,3170.jpeg,208,0,5,Better Marketing,2019-09-18,Business & Entrepreneurship
3172,https://medium.com/better-marketing/the-hidden-power-in-every-medium-article-c82b3225ab3e,The Hidden Power in Every Medium Article,5 ways to unlock SEO that can skyrocket your pieces any time,3172.jpg,736,8,6,Better Marketing,2019-09-18,Art & Design
3174,https://medium.com/better-marketing/the-case-for-not-using-quotes-or-bold-formatting-in-your-writing-3f865146e5b8,The Case for Not Using Quotes or Bold Formatting in Your Writing,A few of my favourite Medium writers…,3174.jpeg,398,7,3,Better Marketing,2019-09-18,Writing & Storytelling
3175,https://medium.com/better-marketing/doing-the-work-is-all-that-matters-6767bf0111a3,Doing the Work Is All That Matters,Lessons from Charles Darwin’s approach to work and life,3175.jpg,279,0,4,Better Marketing,2019-09-18,Lifestyle & Culture
3177,https://medium.com/better-marketing/the-path-to-mastery-is-riddled-with-pain-ab12223471cd,The Path to Mastery Is Riddled With Pain,The only ones who make it are the ones who choose to bear it,3177.jpeg,97,0,3,Better Marketing,2019-09-18,Technology & Software Development
3180,https://towardsdatascience.com/speed-up-your-exploratory-data-analysis-with-pandas-profiling-88b33dc53625,Speed Up Your Exploratory Data Analysis With Pandas-Profiling,Get an intuition of your data’s…,3180.jpeg,2500,10,5,Towards Data Science,2019-04-25,Technology & Software Development
3181,https://towardsdatascience.com/everything-you-ever-wanted-to-know-about-computer-vision-heres-a-look-why-it-s-so-awesome-e8a58dfb641e,Everything You Ever Wanted To Know About Computer Vision. Here’s A Look Why It’s So Awesome.,,3181.gif,604,0,11,Towards Data Science,2019-04-25,Technology & Software Development
3182,https://towardsdatascience.com/the-jungle-of-koalas-pandas-optimus-and-spark-dd486f873aa4,"The Jungle of Koalas, Pandas, Optimus and Spark",What to expect from the newest library from Databricks…,3182.png,383,2,8,Towards Data Science,2019-04-25,Technology & Software Development
3184,https://towardsdatascience.com/deep-reinforcement-learning-and-monte-carlo-tree-search-with-connect-4-ba22a4713e7a,Deep Reinforcement Learning and Monte Carlo Tree Search With Connect 4,,3184.jpeg,94,3,8,Towards Data Science,2019-04-25,Education & Academia
3185,https://towardsdatascience.com/concept-drift-and-model-decay-in-machine-learning-a98a809ea8d4,Concept Drift and Model Decay in Machine Learning,,3185.jpg,455,1,7,Towards Data Science,2019-04-25,Education & Academia
3187,https://towardsdatascience.com/how-to-use-python-features-in-your-data-analytics-project-e8032374d6fc,How to use Python features in your data analytics project,"Python tutorial in Azure using OO, NumPy…",3187.png,22,1,9,Towards Data Science,2019-04-25,Technology & Software Development
3188,https://towardsdatascience.com/exploratory-analysis-on-suicide-data-bc772a5ca69a,Exploratory analysis on suicide data,A simple quantitative analysis on suicide data.,3188.jpeg,65,0,7,Towards Data Science,2019-04-25,Technology & Software Development
3190,https://towardsdatascience.com/lets-apply-machine-learning-in-behavioral-economics-eb952d0f2300,Let’s Apply Machine Learning in Behavioral Economics,,3190.jpeg,120,1,5,Towards Data Science,2019-04-25,Technology & Software Development
3191,https://towardsdatascience.com/raising-a-child-vs-training-a-machine-9b33a5f4cc2a,Raising a child vs Training a machine,The mom’s point of view on Machine Learning,3191.jpeg,133,1,7,Towards Data Science,2019-04-25,Technology & Software Development
3192,https://towardsdatascience.com/top-5-data-analysis-methods-you-need-to-know-e83f95cae355,Top 5 Data Analysis Methods You Need to Know,,3192.png,380,0,7,Towards Data Science,2019-04-25,Technology & Software Development
3193,https://towardsdatascience.com/cryptocurrency-price-prediction-using-lstms-tensorflow-for-hackers-part-iii-264fcdbccd3f,Cryptocurrency price prediction using LSTMs | TensorFlow for Hackers (Part III),Predict Bitcoin price…,3193.jpeg,242,2,6,Towards Data Science,2019-04-25,Technology & Software Development
3194,https://towardsdatascience.com/clean-up-your-own-model-data-without-leaving-jupyter-bdbcc9001734,Clean Up your own Model Data without leaving Jupyter,Using the new Innotater tool to annotate data for…,3194.jpeg,165,0,12,Towards Data Science,2019-04-25,Technology & Software Development
3195,https://towardsdatascience.com/machine-learning-in-energy-c729c1af55c8,Machine Learning in Energy,A guide for the energy professional,3195.jpeg,59,0,12,Towards Data Science,2019-04-25,Technology & Software Development
3196,https://towardsdatascience.com/reinforcement-learning-motivation-for-a-control-engineer-52ecc181ec25,Reinforcement Learning — Motivation for a Control Engineer,How can RL relate to control theory,3196.jpg,17,1,2,Towards Data Science,2019-04-25,Education & Academia
3197,https://towardsdatascience.com/artificial-and-human-intelligence-6127c3c87a4c,Artificial and Human Intelligence,Prescriptive Analytics techniques illustrated using a simple and…,3197.jpg,86,2,6,Towards Data Science,2019-04-25,Technology & Software Development
3199,https://towardsdatascience.com/data-minds-evan-chow-data-scientist-at-snapchat-1bad17861ff8,Data Minds: Evan Chow — Data Scientist at Snapchat,Data Minds is a series that profiles professionals…,3199.jpg,145,2,5,Towards Data Science,2019-04-25,Technology & Software Development
3200,https://towardsdatascience.com/openai-bot-crushes-dota-2-champions-and-this-is-just-the-beginning-63622134e4df,OpenAI Bot Crushes Dota 2 Champions And This is Just the Beginning,"Machines, like humans, learn best…",3200.jpg,395,5,4,Towards Data Science,2019-04-25,Technology & Software Development
3201,https://towardsdatascience.com/classifying-products-as-banned-or-approved-using-text-mining-part-ii-1cdd9b7ebc6e,Classifying Products as Banned Or Approved using Text Mining- Part II,"In this part, we will explain…",3201.png,61,0,5,Towards Data Science,2019-04-25,Technology & Software Development
3202,https://towardsdatascience.com/the-religious-composition-of-the-two-major-parties-8123b4b6e1b0,The Religious Composition of the Two Major Parties,,3202.png,104,1,4,Towards Data Science,2019-04-25,Art & Design
3203,https://towardsdatascience.com/a-stitch-delayed-a-modest-fix-for-the-biggest-small-problem-in-data-science-61ac4a68e920,A stitch delayed — a modest fix for the biggest small problem in data science,There is arguably no…,3203.jpg,107,0,12,Towards Data Science,2019-04-25,Technology & Software Development
3205,https://uxdesign.cc/ar-superpowers-b03d1a026bef,AR Superpowers,An intuitive design framework for generating Augmented Reality ideas.,3205.png,639,8,8,UX Collective,2019-04-25,Art & Design
3206,https://uxdesign.cc/managing-your-design-feedback-fa9f731da410,Managing Your Design Feedback,,3206.jpeg,146,0,4,UX Collective,2019-04-25,Art & Design
3208,https://uxdesign.cc/lost-in-translation-27c6dfc8db4,Lost in translation,"When collaborating with a lot of different people on a project, a shared knowledge…",3208.jpeg,22,0,4,UX Collective,2019-04-25,Education & Academia
3210,https://medium.com/swlh/simplify-your-life-with-these-timeless-principles-72fcdf266f89,Simplify Your Life With These 8 Timeless Principles,”… and get closer to your goals every single day.”,3210.jpeg,3200,12,6,The Startup,2019-04-25,Lifestyle & Culture
3215,https://medium.com/swlh/difference-between-data-science-and-big-data-analytics-7f1d902746bc,Difference Between Data Science and Big Data Analytics,,3215.jpeg,104,0,8,The Startup,2019-04-25,Technology & Software Development
3216,https://medium.com/swlh/5-questions-every-entrepreneur-should-answer-before-start-up-38d3fd51ac7b,5 Questions Every Entrepreneur Should Answer Before They Start Up,,3216.jpeg,517,0,6,The Startup,2019-04-25,Business & Entrepreneurship
3219,https://medium.com/swlh/how-to-build-your-seo-strategy-from-scratch-a6f2fd0786db,How to Build your SEO Strategy from Scratch!,,3219.jpeg,76,3,6,The Startup,2019-04-25,Business & Entrepreneurship
3223,https://medium.com/swlh/startup-yourself-927389564c2c,Startup Yourself,How to apply startup best practices to your life,3223.jpg,317,0,9,The Startup,2019-04-25,Business & Entrepreneurship
3224,https://medium.com/swlh/digital-transformation-in-practice-showcasing-actionable-strategies-for-oems-on-autonomous-driving-31d412aad849,Digital Transformation in Practice: Showcasing Actionable Strategies for OEMs on Autonomous Driving and Future Mobility 2019,,,504,0,4,The Startup,2019-04-25,Technology & Software Development
3225,https://medium.com/swlh/do-you-know-the-difference-between-pr-and-personal-branding-you-should-42ef229153c3,Do You Know the Difference Between PR and Personal Branding? You Should,It’s time to take charge of your online presence.,,232,0,4,The Startup,2019-04-25,Marketing & Social Media
3226,https://medium.com/swlh/why-every-writer-needs-an-email-list-21b753129d92,Why Every Writer Needs an Email List,,3226.jpeg,45,1,5,The Startup,2019-04-25,Technology & Software Development
3227,https://medium.com/swlh/5-pieces-of-advice-if-youre-ready-to-change-careers-bcff33139cab,5 Pieces of Advice If You’re Ready To Change Careers,But still too afraid to make the leap,3227.jpeg,217,0,7,The Startup,2019-04-25,Technology & Software Development
3230,https://medium.com/swlh/scarcity-marketing-tactics-act-now-or-forever-live-in-regret-29ae5ccecfd1,Scarcity Marketing Tactics: Act Now or Forever Live in Regret,,3230.png,52,0,8,The Startup,2019-04-25,Business & Entrepreneurship
3233,https://writingcooperative.com/32-great-writing-conferences-in-may-2019-4497a0874b8e,32 Great Writing Conferences in May 2019,,3233.jpeg,100,0,9,The Writing Cooperative,2019-04-25,Writing & Storytelling
3235,https://medium.com/datadriveninvestor/visualizing-training-and-validation-loss-in-real-time-using-pytorch-and-bokeh-5522401bc9dd,Visualizing Training and Validation Losses in real-time using PyTorch and Bokeh,,3235.png,197,0,4,Data Driven Investor,2019-04-25,Technology & Software Development
3237,https://medium.com/datadriveninvestor/the-current-state-of-the-ieo-market-52c759245f23,The Current State of the IEO Market,,3237.png,33,0,6,Data Driven Investor,2019-04-25,Business & Entrepreneurship
3238,https://medium.com/datadriveninvestor/notes-on-deep-learning-wide-deep-46170d9040c,Notes on Deep Learning — Wide & Deep,,3238.jpeg,34,0,4,Data Driven Investor,2019-04-25,Education & Academia
3243,https://medium.com/better-humans/want-a-happier-more-fulfilling-life-75-year-harvard-study-says-focus-on-this-1-thing-88cbde105983,"Want a Happier, More Fulfilling Life? 75-Year Harvard Study Says Focus on This 1 Thing",,3243.jpeg,9100,25,9,Better Humans,2019-04-25,Education & Academia
3244,https://medium.com/better-marketing/writing-lessons-from-warren-buffett-44f97fda006,Writing Lessons From Warren Buffett’s Annual Reports,"As usual, the rules don’t apply to this…",3244.jpeg,83,0,5,Better Marketing,2019-04-25,Writing & Storytelling
3245,https://towardsdatascience.com/web-scraping-a-less-brief-overview-of-scrapy-and-selenium-part-ii-3ad290ce7ba1,"Web Scraping: A Less Brief Overview of Scrapy and Selenium, Part II",Scrapy + Selenium to scrape Airbnb…,3245.jpeg,497,22,16,Towards Data Science,2019-03-25,Technology & Software Development
3246,https://towardsdatascience.com/generate-piano-instrumental-music-by-using-deep-learning-80ac35cdbd2e,Generate Piano Instrumental Music by Using Deep Learning,Generate Piano Music “♪♪♪” step by step by…,3246.jpg,857,2,13,Towards Data Science,2019-03-25,Science & Health
3247,https://towardsdatascience.com/deep-learning-explainability-hints-from-physics-2f316dc07727,Deep Learning Explainability: Hints from Physics,Deep Neural Networks from a…,3247.jpeg,1200,9,13,Towards Data Science,2019-03-25,Technology & Software Development
3248,https://towardsdatascience.com/feature-selection-and-dimensionality-reduction-f488d1a035de,Feature Selection and Dimensionality Reduction,Exploring feature selection and dimensionality…,3248.jpeg,314,2,5,Towards Data Science,2019-03-25,Politics & Society
3249,https://towardsdatascience.com/data-science-vs-business-intelligence-same-but-completely-different-1d5900c9cc95,Data Science vs Business Intelligence: same but completely different,What to expect from your first…,3249.jpeg,408,1,8,Towards Data Science,2019-03-25,Technology & Software Development
3250,https://towardsdatascience.com/the-single-course-that-fast-tracked-my-data-science-learning-journey-74664eaf06f0,The Single Course That Fast-Tracked My Data Science Learning Journey,That boosted my understanding…,3250.jpg,808,12,5,Towards Data Science,2019-03-25,Technology & Software Development
3252,https://towardsdatascience.com/machine-learning-algorithms-in-laymans-terms-part-2-a0a74df9a9ac,"Machine Learning Algorithms In Layman’s Terms, Part 2",(i.e. how to explain machine learning algorithms…,3252.jpg,958,7,12,Towards Data Science,2019-03-25,Technology & Software Development
3253,https://towardsdatascience.com/comparing-text-summarization-techniques-d1e2e465584e,Comparing Text Summarization Techniques,,3253.png,242,1,11,Towards Data Science,2019-03-25,Technology & Software Development
3254,https://towardsdatascience.com/market-basket-analysis-with-recommenderlab-5e8bdc0de236,Market Basket Analysis with recommenderlab,My take on Market Basket Analysis — Part 2 of 3,3254.jpg,73,1,10,Towards Data Science,2019-03-25,Business & Entrepreneurship
3255,https://towardsdatascience.com/data-science-effectiveness-as-a-ux-problem-9fa9bb84f5c8,"<strong class=""markup--strong markup--h3-strong"">Data science effectiveness as a UX problem</strong>",,3255.jpg,846,3,5,Towards Data Science,2019-03-25,Technology & Software Development
3256,https://towardsdatascience.com/quickly-train-and-deploy-an-ai-computer-vision-app-d34ffa21fdd,Quickly Train and Deploy an AI Computer Vision App,Skin cancer image classification with fastai and…,3256.jpeg,261,2,10,Towards Data Science,2019-03-25,Technology & Software Development
3257,https://towardsdatascience.com/computer-vision-for-vaporwave-art-32a330c827ee,Computer Vision for Vaporwave Art,Using modern tech for artistic pursuits,3257.png,457,1,6,Towards Data Science,2019-03-25,Technology & Software Development
3258,https://towardsdatascience.com/my-top-10-python-packages-for-data-science-2dee7f3dee94,My top 10 Python packages for data science,"After making a leap from SAS to Python over 4 years ago, I…",3258.jpg,289,2,4,Towards Data Science,2019-03-25,Technology & Software Development
3259,https://towardsdatascience.com/review-hypercolumn-instance-segmentation-367180495979,Review: Hypercolumn (Instance Segmentation),"<strong class=""markup--strong markup--h4-strong"">Hypercolumn, A Term Brought From Neuroscience, Better Than</strong>",3259.png,47,0,6,Towards Data Science,2019-03-25,Science & Health
3260,https://towardsdatascience.com/neural-style-transfer-series-part-2-91baad306b24,Neural Style Transfer Series : Part 2,TensorFlow and pyTorch Implementation of Neural Style Transfer,3260.png,141,3,7,Towards Data Science,2019-03-25,Technology & Software Development
3263,https://towardsdatascience.com/augmenting-categorical-datasets-with-synthetic-data-for-machine-learning-a25095d6d7c8,Augmenting categorical datasets with synthetic data for machine learning.,Gaussian Mixture Models for…,3263.jpeg,126,0,5,Towards Data Science,2019-03-25,Technology & Software Development
3265,https://towardsdatascience.com/why-norms-matters-machine-learning-3f08120af429,Why Norms Matters — Machine Learning,There are countless names and uses for the L¹ and L² norms — but…,3265.png,36,2,4,Towards Data Science,2019-03-25,Education & Academia
3267,https://towardsdatascience.com/data-science-productionization-scale-1884ca4e969e,Data science productionization: scale,You can wait until you are…,3267.jpeg,49,0,7,Towards Data Science,2019-03-25,Technology & Software Development
3268,https://towardsdatascience.com/what-is-tensorframes-tensorflow-apache-spark-a385ec4bc1d5,What is TensorFrames? TensorFlow + Apache Spark,,3268.jpeg,75,0,9,Towards Data Science,2019-03-25,Technology & Software Development
3270,https://towardsdatascience.com/why-retailers-want-to-fill-more-data-scientist-positions-b0c042cfadfe,Why Retailers Want to Fill More Data Scientist Positions,,3270.jpeg,53,1,5,Towards Data Science,2019-03-25,Technology & Software Development
3271,https://towardsdatascience.com/building-a-chatbot-for-slack-from-scratch-part-1-understanding-language-1f085b2eda6c,Building a Game of Thrones chatbot for Slack from scratch: Part 1 Understanding Language,,3271.jpeg,72,0,13,Towards Data Science,2019-03-25,Art & Design
3272,https://towardsdatascience.com/from-cups-to-consciousness-part-1-how-are-cups-related-to-intelligence-8b7c701fa197,From Cups to Consciousness (Part 1): How are cups related to intelligence?,The philosophy within cups…,3272.jpg,284,0,12,Towards Data Science,2019-03-25,Art & Design
3273,https://towardsdatascience.com/how-to-dominate-mls-fantasy-e60de8cae01d,How to dominate MLS Fantasy,Writing a python script to automatically choose an optimal MLS Fantasy…,3273.jpeg,17,2,10,Towards Data Science,2019-03-25,Writing & Storytelling
3275,https://towardsdatascience.com/localization-and-object-detection-with-deep-learning-67b5aca67f22,Localization and Object Detection with Deep Learning,,3275.jpg,51,0,7,Towards Data Science,2019-03-25,Education & Academia
3276,https://towardsdatascience.com/when-less-data-is-enough-data-78720d605bc0,When Less Data is Enough Data,,3276.jpg,37,0,6,Towards Data Science,2019-03-25,Technology & Software Development
3277,https://towardsdatascience.com/transforming-bigquery-json-api-responses-recursively-5c462f5b01,Transforming BigQuery JSON API responses recursively,Building key-value pairs from field/value row…,3277.jpeg,61,0,2,Towards Data Science,2019-03-25,Technology & Software Development
3278,https://towardsdatascience.com/statistical-learning-and-knowledge-engineering-all-the-way-down-1bb004040114,Statistical Learning and Knowledge Engineering All the Way Down,A path to combining machine learning…,3278.jpg,44,1,4,Towards Data Science,2019-03-25,Technology & Software Development
3279,https://towardsdatascience.com/ai-safety-problematic-cases-for-current-algorithms-a4b4f5075a93,AI Safety: problematic cases for current algorithms,,3279.jpg,22,0,9,Towards Data Science,2019-03-25,Technology & Software Development
3281,https://towardsdatascience.com/data-science-productionization-trust-b37f10b8f426,Data science productionization: trust,It’s entirely reasonable for…,3281.jpeg,10,0,9,Towards Data Science,2019-03-25,Technology & Software Development
3282,https://towardsdatascience.com/automation-risk-and-robust-artificial-intelligence-ed8a73e2f2fa,"Automation, Risk and Robust Artificial Intelligence",An interview with Professor Thomas Dietterich on…,3282.jpg,109,0,8,Towards Data Science,2019-03-25,Technology & Software Development
3283,https://towardsdatascience.com/constructivist-machine-learning-7c2192883c2d,Constructivist Machine Learning,A vision towards bringing machine learning closer to humans,3283.jpg,13,0,2,Towards Data Science,2019-03-25,Technology & Software Development
3285,https://towardsdatascience.com/visual-agnosia-a-neural-network-analogy-8e208438b1ec,Visual Agnosia: A Neural Network Analogy,,3285.jpeg,0,0,6,Towards Data Science,2019-03-25,Technology & Software Development
3286,https://towardsdatascience.com/data-science-lunacy-cee7f063fa6a,Data Science Lunacy,The blurred line between propaganda and information,3286.jpeg,7,0,6,Towards Data Science,2019-03-25,Technology & Software Development
3287,https://uxdesign.cc/5-examples-of-top-design-performance-vs-mediocre-design-performance-e18b3f095dff,5 examples of top design performance vs. mediocre design performance,,3287.png,50,0,19,UX Collective,2019-03-25,Art & Design
3288,https://uxdesign.cc/the-7-habits-of-highly-effective-designers-3c806ebf8b8,The 7 habits of highly effective designers,As I read Covey’s infamous “The 7 Habits of Highly…,3288.png,197,2,9,UX Collective,2019-03-25,Art & Design
3289,https://uxdesign.cc/making-the-move-abroad-less-difficult-a-ux-case-study-c63d8046a565,Making the move abroad less difficult — a UX case study,"How I designed Guide.me, an App to help with…",3289.png,328,4,10,UX Collective,2019-03-25,Art & Design
3290,https://uxdesign.cc/6-ways-to-improve-your-meetings-using-design-sprint-techniques-c20b5927cd35,Six ways to improve your meetings using Design Sprint techniques,"<em class=""markup--em markup--h4-em"">How to run a productive meeting and</em>",3290.jpg,283,0,5,UX Collective,2019-03-25,Technology & Software Development
3294,https://medium.com/swlh/the-50-best-business-books-to-read-in-2019-9d2353999ce0,The 50 Best Business Books to Read in 2019,,3294.jpeg,426,6,21,The Startup,2019-03-25,Business & Entrepreneurship
3296,https://medium.com/swlh/how-to-develop-a-mobile-app-in-2019-8010249cbfc,HOW TO DEVELOP A MOBILE APP IN 2019,,3296.jpg,66,2,8,The Startup,2019-03-25,Mobile App Development
3297,https://medium.com/swlh/how-to-live-intentionally-and-create-the-life-you-want-to-live-42f1efd89a1d,How to Live Intentionally and Create the Life You Want to Live,Because We Only Have This One Life,3297.jpg,762,7,5,The Startup,2019-03-25,Lifestyle & Culture
3299,https://medium.com/swlh/five-life-lessons-from-climbing-ddd35eadd73e,Five Life Lessons From Climbing,I never thought that this hippy activity could teach me so much about…,3299.jpg,289,3,8,The Startup,2019-03-25,Lifestyle & Culture
3300,https://medium.com/swlh/business-travel-and-expense-management-software-cb994abe30f0,Business Travel and Expense Management Software,,3300.jpeg,34,0,8,The Startup,2019-03-25,Technology & Software Development
3301,https://medium.com/swlh/skills-a-ux-designer-must-have-c4f9ac29840f,Skills a UX Designer Must Have!,,3301.jpeg,215,1,6,The Startup,2019-03-25,Art & Design
3303,https://medium.com/swlh/business-goal-setting-2f5a54e97789,Business Goal Setting Like A BOSS!,This activity alone could be the deciding factor between success…,3303.jpeg,361,0,4,The Startup,2019-03-25,Business & Entrepreneurship
3304,https://medium.com/swlh/digital-minimalism-lead-a-clutter-free-life-for-happiness-bdd16f42833b,Digital Minimalism: Lead a clutter free life for happiness,,3304.jpeg,182,2,4,The Startup,2019-03-25,Technology & Software Development
3306,https://medium.com/swlh/how-and-when-to-turn-down-new-business-5dc8e23b1737,How And When To Turn Down New Business,,3306.png,126,0,5,The Startup,2019-03-25,Business & Entrepreneurship
3308,https://medium.com/swlh/8-ideas-that-next-gen-upstarts-should-be-exploring-with-blockchain-2490db963873,"<strong class=""markup--strong markup--h3-strong"">8 Ideas that Next-Gen Upstarts should be Exploring with Blockchain!</strong>",,3308.gif,130,0,6,The Startup,2019-03-25,Technology & Software Development
3311,https://medium.com/swlh/data-exchange-networks-ai-interrogators-and-corporate-espionage-chapter-2-94bbdfc2a66d,"Data Exchange Networks, AI interrogators, and corporate espionage (Chapter 2)",This is a fictionalized…,3311.jpeg,54,0,14,The Startup,2019-03-25,Technology & Software Development
3312,https://medium.com/swlh/involving-your-audience-in-your-work-queens-lesson-7f4f6230ad90,Involving Your Audience In Your Work — Queen’s Lesson,The secret to -How To- for artists’ success.,3312.jpeg,335,2,4,The Startup,2019-03-25,Art & Design
3314,https://medium.com/swlh/instagram-outage-highlights-the-problem-with-one-dimensional-social-media-strategy-ca6abdc640bb,Instagram Outage Highlights The Problem With One Dimensional Social Media Strategy,,3314.jpeg,25,0,4,The Startup,2019-03-25,Business & Entrepreneurship
3316,https://writingcooperative.com/ray-bradburys-tips-on-writing-and-creativity-f1ac19fd01af,Ray Bradbury’s Tips on Writing and Creativity,5 Lessons from ‘Zen in the Art of Writing’,3316.jpeg,975,2,9,The Writing Cooperative,2019-03-25,Art & Design
3318,https://writingcooperative.com/3-ways-of-developing-your-writing-style-4fc93653c701,3 Ways of Developing Your Writing Style,How you can develop your own unique writing style in 3 steps.,3318.jpeg,112,1,7,The Writing Cooperative,2019-03-25,Writing & Storytelling
3319,https://writingcooperative.com/when-life-gives-you-lemons-ed9adf674a2c,When life gives you lemons,A tonic for first-world laments.,3319.jpeg,94,1,8,The Writing Cooperative,2019-03-25,Lifestyle & Culture
3321,https://writingcooperative.com/one-sentence-per-day-brought-me-back-to-writing-1bc1aa9e9789,"<strong class=""markup--strong markup--h3-strong"">One Sentence Per Day Brought Me Back to Writing</strong>",“,3321.jpg,503,2,4,The Writing Cooperative,2019-03-25,Writing & Storytelling
3323,https://writingcooperative.com/my-relationship-with-writing-5b2756aff4e1,My Relationship With Writing,How writing and I almost split up,3323.jpg,6,0,3,The Writing Cooperative,2019-03-25,Lifestyle & Culture
3329,https://writingcooperative.com/what-i-learned-by-deleting-all-my-medium-articles-c55e4d4500ee,What I learned by deleting all my Medium articles,Around 40+ articles gone into nothingness,3329.jpeg,114,3,8,The Writing Cooperative,2019-03-25,Art & Design
3330,https://writingcooperative.com/how-writing-500-words-a-day-changed-my-life-75dc066d4368,How Writing 500 Words a Day Changed My Life,I knew that writing every day would make a difference. But…,3330.jpeg,81,0,4,The Writing Cooperative,2019-03-25,Lifestyle & Culture
3331,https://writingcooperative.com/writing-outside-the-self-imposed-limitations-42e3d250f754,Writing Outside The Self-Imposed Limitations,Scroll down for writing tips with examples.,3331.jpg,128,0,5,The Writing Cooperative,2019-03-25,Writing & Storytelling
3332,https://writingcooperative.com/does-all-this-writing-hours-worth-it-e9d484899e1e,Does all this writing hours worth it?,That’s totally up to you. But they could worth more than you…,3332.jpeg,251,1,4,The Writing Cooperative,2019-03-25,Writing & Storytelling
3333,https://writingcooperative.com/not-everyone-is-going-to-like-your-writing-8111533c78d4,Not Everyone Is Going To Like Your Writing,Here’s why that’s a good thing…,3333.jpg,442,4,3,The Writing Cooperative,2019-03-25,Writing & Storytelling
3335,https://writingcooperative.com/welp-i-guess-i-am-a-robot-cfb0ff32f0c,"Welp, I Guess I Am a Robot",Your writing voice should convey you — even if it is a little robotic,3335.jpeg,55,1,5,The Writing Cooperative,2019-03-25,Writing & Storytelling
3336,https://writingcooperative.com/your-smartphone-could-improve-your-writing-style-b96722478bcb,Your Smart Phone Could Improve Your Writing Style,,3336.jpeg,79,0,3,The Writing Cooperative,2019-03-25,Art & Design
3338,https://writingcooperative.com/my-goal-for-the-next-month-on-medium-9a2d9b483b65,My Goal For The Next Month on Medium,Writing on Medium has been a learning experience.,3338.jpeg,112,4,3,The Writing Cooperative,2019-03-25,Education & Academia
3340,https://writingcooperative.com/confronting-the-consequence-1a78dfbc5caa,Confronting the consequence,Why you should restructure certain misformed habits to improve your mental…,3340.jpg,0,0,5,The Writing Cooperative,2019-03-25,Technology & Software Development
